"id","nombre","keywords","horario","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
634,"Legends Sport Bar & Grill Playa del Carmen","cerveza","Ver todos los horarios","4"," **N.º 14** de 56 Estadounidense en Playa del Carmen","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d1882593-Reviews-Legends_Sports_Bar-Playa_del_Carmen_Yucatan_Peninsula.html","40","40","40","45","$120 - $300","Bar, Estadounidense, Pub","Cena, Almuerzo, Abierto hasta tarde, Bebidas","-","-","Calle 16 Norte Local 8 Plaza Karma, Playa del Carmen 77710 México","socialmedia1@tukanhotels.com","+52 984 873 1255","Calle 16 Norte","México","Playa del Carmen 77710,","Local 8 Plaza Karma","-87.071541","20.630262",291,95,51,33,18,16
635,"Los Henequenes","cerveza","","3","**N.º 36** de 36 Mexicana en Progreso","-","https://www.tripadvisor.com.mx//Restaurant_Review-g668864-d7595676-Reviews-Los_Henequenes-Progreso_Yucatan_Peninsula.html","35","30","30","45","-","Mexicana, Mariscos","Cena","-","Asientos al aire libre, Asiento, Acceso para silla de ruedas, Sirve alcohol,
Bar completo, Servicio de mesa, Música en vivo","Calle 19, Progreso 97320 México","","+52 969 935 2979","Calle 19","México","Progreso 97320,","","-89.663322","21.287973",148,17,30,27,14,29
637,"Eladio's Bar Altabrisa","cerveza","Ver todos los horarios","4"," **N.º 75** de 335 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d8452326-Reviews-Eladios_Bar_Altabrisa-Merida_Yucatan_Peninsula.html","40","40","40","0","-","Mariscos, Mexicana, Gastropub, Latina, Bar, Española, Pub","Desayuno, Abierto hasta tarde, Bebidas, Cena","-","Asiento, Estacionamiento privado gratis, Acceso para silla de ruedas, Bar
completo, Vino y cerveza, Pagos digitales, Wi-Fi gratis, Acepta tarjetas de
crédito, Servicio de mesa, Comida para llevar, Reservaciones, Estacionamiento
disponible, Estacionamiento para clientes, Televisión, Sillitas altas
disponibles, Sirve alcohol","Calle 7 Colony: Maya, Mérida 97134 México","atencionclientes@eladios.com.mx","+52 999 925 0767","Calle 7","México","Mérida 97134,","Colony: Maya","-89.57814","21.020496",71,27,20,13,3,2
638,"Drunkendog","cerveza","Ver todos los horarios","4"," **N.º 36** de 79 Cervecería en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d19059423-Reviews-Drunkendog-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$100 - $300","Cervecería, Bar, Internacional, Gastropub, Restaurantes cerveceros","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Av. Nuevo León 4-A, Ciudad de México 06100 México","condesa@drunkendog.mx","+52 55 4945 4273","Av. Nuevo León 4-A","México","Ciudad de México 06100,","","-99.169708","19.416019",5,3,1,0,0,1
639,"Calabacitas Tiernas Bistro","cerveza","Ver todos los horarios","4.5"," **N.º 8** de 200 Mexicana en Zapopan","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g1006488-d6591648-Reviews-Calabacitas_Tiernas_Bistro-Zapopan_Guadalajara_Metropolitan_Area.html","45","45","45","45","-","Mexicana","Cena, Bebidas, Almuerzo","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Avenida Sierra de Mazamitla 5249, Zapopan 45080 México","calabacitastiernasbistro@gmail.com","+52 33 1812 5579","Avenida Sierra de Mazamitla 5249","México","Zapopan 45080,","","-103.412598","20.627497",106,70,25,4,2,1
640,"Bier Stube","cerveza","","4.5","**N.º 1** de 4 Alemana en Monterrey","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150782-d1007509-Reviews-Bier_Stube-Monterrey_Northern_Mexico.html","45","45","40","40","$468 - $585","Alemana, Europea, De Europa Central","Almuerzo, Cena","-","-","Calzada San Pedro 117, Monterrey 64660 México","","+52 81 8356 8282","Calzada San Pedro 117","México","Monterrey 64660,","","-100.368988","25.66003",33,20,7,2,1,0
641,"Torino Pizza & Bar","cerveza","Ver todos los horarios","4.5"," **N.º 9** de 59 Italiana en Zapopan","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g1006488-d6777466-Reviews-Torino_Pizza_Bar_Av_Guadalupe-Zapopan_Guadalajara_Metropolitan_Area.html","50","50","45","0","$50 - $180","Pizzería, Italiana","-","Apto para vegetarianos","-","Av. Guadalupe 4359 Col Ciudad de los Niños, Zapopan 45040 México","","+52 33 1589 2050","Av. Guadalupe 4359","México","Zapopan 45040,","Col Ciudad de los Niños","-103.415878","20.663719",42,26,9,4,0,1
642,"Eladio's Bar Itzimná","cerveza","Ver todos los horarios","4"," **N.º 38** de 335 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d1032280-Reviews-Eladio_s_Bar-Merida_Yucatan_Peninsula.html","45","45","45","45","$76 - $240","Mariscos, Mexicana, Latina, Gastropub","Cena, Brunch, Bebidas, Almuerzo, Abierto hasta tarde","-","-","Calle 24, 101C, Mérida 97100 México","atencionclientes@eladios.com.mx","+52 999 925 0767","Calle 24, 101C","México","Mérida 97100,","","-89.6147","20.991911",189,92,48,23,7,5
643,"Colectivo 9","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 24 Comida rápida en Tijuana","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150776-d7359707-Reviews-Colectivo_9-Tijuana_Baja_California.html","45","45","40","0","-","Comida rápida","Almuerzo, Cena","Apto para vegetarianos","-","Avenida Revolucion 1241, Tijuana 22000 México","socialmedia@colectivo9.com","+52 664 123 1234","Avenida Revolucion 1241","México","Tijuana 22000,","","-117.036621","32.530457",36,18,15,1,1,0
644,"Gastro Bar & Steakhouse","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 7 Churrasquería en Mexicali","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154247-d7078319-Reviews-Gastro_Bar_Steakhouse-Mexicali_Baja_California.html","50","45","45","50","$94 - $1,403","Churrasquería, Cervecería, Bar, Pub","Almuerzo, Cena","-","-","Justo Sierra 1495 Hotel Calafia, Mexicali 21230 México","bcgastrobar@gmail.com","+52 686 568 1655","Justo Sierra 1495","México","Mexicali 21230,","Hotel Calafia","-115.452232","32.650589",24,16,7,0,1,0
645,"Mil Amores","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 8 Mexicana en Tlayacapan","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1570829-d7989651-Reviews-Mil_Amores-Tlayacapan_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","$150 - $5,000","Mexicana, Latina, Española","Almuerzo, Desayuno, Abierto hasta tarde, Bebidas","-","-","Galeana 2, Tlayacapan 62540 México","","+52 735 138 8035","Galeana 2","México","Tlayacapan 62540,","","-98.984367","18.955952",26,18,6,1,1,0
646,"Deguzman Restaurante Cerveceria","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 32 Mexicana en Ciudad Guzmán","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g2151449-d7226571-Reviews-Deguzman_Restaurante_Cerveceria-Ciudad_Guzman.html","45","45","45","0","$79 - $299","Mexicana, Bar, Contemporánea","Almuerzo, Cena","-","-","Calzada Madero Carranza No 412, Ciudad Guzmán 49000 México","","+52 341 106 2107","Calzada Madero","México","Ciudad Guzmán 49000,","Carranza No 412","-103.47477","19.703257",81,51,18,6,3,2
647,"Las Tlayudas","cerveza","Ver todos los horarios","4"," **N.º 539** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d7625585-Reviews-Las_Tlayudas-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","35","40","0","$60 - $200","Mexicana, Española","-","Apto para vegetarianos","-","Avenida Insurgentes sur 560 Benito Juarez, Ciudad de México 03103 México","lastlayudascontacto@gmail.com","+52 55 6379 2496","Avenida Insurgentes sur 560","México","Ciudad de México 03103,","Benito Juarez","-99.170532","19.399145",56,26,16,5,0,6
648,"Hooters","cerveza","","3.5","**N.º 119** de 231 Estadounidense en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d3431762-Reviews-Hooters-Mexico_City_Central_Mexico_and_Gulf_Coast.html","30","35","25","0","-","Estadounidense","-","-","Comida para llevar, Asiento, Acceso para silla de ruedas, Servicio de mesa","Av. Canal de Miramontes 3155 Col. El Vergel Coapa, Ciudad de México México","","","Av. Canal de Miramontes 3155","México","Ciudad de México,","Col. El Vergel Coapa","-99.125328","19.304001",28,5,10,8,1,3
649,"Hooters Oasis Coyoacan","cerveza","","3","**N.º 147** de 231 Estadounidense en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d9762908-Reviews-Hooters_Oasis_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html","30","30","30","0","-","Estadounidense","-","-","Asiento, Acceso para silla de ruedas, Servicio de mesa, Comida para llevar,
Reservaciones","Avenida Universidad 1778 Romero de Terreros, Copilco Universidad, Ciudad de
México 04360 México","","56588980","Avenida Universidad 1778","México","Ciudad de México 04360,","Romero de Terreros, Copilco Universidad","-99.17942","19.34478",36,10,6,8,5,7
650,"Porco Rosso","cerveza","","4","**N.º 32** de 231 Estadounidense en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d11920323-Reviews-Porco_Rosso-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","-","Estadounidense, Churrasquería, Parrillada","Cena","-","Comida para llevar, Reservaciones, Asiento, Acepta tarjetas de crédito,
Servicio de mesa","Avenida Division Del Norte 3103 Col. El Rosedal, Ciudad de México 04330 México","","+52 55 5264 4668","Avenida Division Del Norte 3103","México","Ciudad de México 04330,","Col. El Rosedal","-99.147751","19.337957",42,18,13,5,1,3
651,"La Cervecería de Barrio Perisur","cerveza","","3.5","**N.º 1,205** de 2,111 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10451239-Reviews-La_Cerveceria_de_Barrio_Perisur-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Mariscos, Mexicana","-","-","Reservaciones, Servicio de mesa, Asiento","Anillo Perif. Blvd. Adolfo López Mateos No. 4690, Local 606, Col. Insurgentes
Cuicuilco, Coyoacán, Ciudad de México 04530 México","","26817943","Anillo Perif. Blvd. Adolfo López Mateos No. 4690, Local 606, Col. Insurgentes
Cuicuilco, Coyoacán","México","Ciudad de México 04530,","","-99.207321","19.33543",15,5,6,1,1,2
652,"El Califa","cerveza","","4","**N.º 180** de 4,990 Restaurantes en Ciudad de México","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d11729051-Reviews-El_Califa-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","-","Mexicana, Latina","Almuerzo, Cena, Brunch","-","Entrega a domicilio, Comida para llevar, Asiento, Televisión, Sirve alcohol,
Wi-Fi gratis, Servicio de mesa","Avenida Paseo de La Reforma 382 Cuauhtémoc Juárez, Ciudad de México 06600
México","","+52 55 5511 9426","Avenida Paseo de La Reforma 382","México","Ciudad de México 06600,","Cuauhtémoc Juárez","-99.169655","19.425678",235,56,55,17,5,12
653,"Jardin Cerveza","cerveza","Ver todos los horarios","3.5"," **N.º 112** de 122 Mexicana en San Pedro Garza García","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1154799-d11650942-Reviews-Jardin_Cerveza-San_Pedro_Garza_Garcia_Monterrey_Northern_Mexico.html","0","0","0","0","-","Mexicana, Caribeña","Almuerzo, Cena","-","Reservaciones, Servicio de mesa, Asiento","Ave. Gómez Morín 918 Plaza Ellion, San Pedro Garza García, Monterrey México","","+52 81 2353 2667","Ave. Gómez Morín 918","México","San Pedro Garza García, Monterrey,","Plaza Ellion","-100.360466","25.645573",11,2,4,2,2,1
654,"Merendero San Pancho","cerveza","Ver todos los horarios","3.5"," **N.º 29** de 155 Mexicana en Aguascalientes","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g153976-d1032712-Reviews-Merendero_San_Pancho-Aguascalientes_Central_Mexico_and_Gulf_Coast.html","35","35","35","40","-","Mexicana","Cena, Abierto hasta tarde, Bebidas","-","Reservaciones, Asiento, Acceso para silla de ruedas, Sirve alcohol, Bar
completo, Estacionamiento disponible","Blvd. Luis Donaldo Colosio 635, Aguascalientes México","","(52 4) 933-0006","Blvd. Luis Donaldo Colosio 635","México","Aguascalientes,","","-102.299858","21.924761",96,28,37,15,4,9
655,"Cevicheria Juan Tiburón","cerveza","Ver todos los horarios","5"," **N.º 2** de 493 Mexicana en Puerto Vallarta","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d12081876-Reviews-Cevicheria_Juan_Tiburon-Puerto_Vallarta.html","50","50","50","0","$15 - $150","Mexicana, Mariscos","-","Opciones veganas","-","Paseo de la vena No. 131 Col. Las Gaviotas Enseguida del Conalep, Puerto
Vallarta 48328 México","juantiburoncevicheria@gmail.com","+52 322 225 6828","Paseo de la vena No. 131 Col. Las Gaviotas","México","Puerto Vallarta 48328,","Enseguida del Conalep","-105.223602","20.633642",182,150,3,2,0,0
656,"El Torito Sports Bar & BBQ House","cerveza","Ver todos los horarios","4"," **N.º 79** de 493 Mexicana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d1392027-Reviews-El_Torito_Sports_Bar_BBQ_House-Puerto_Vallarta.html","40","40","40","40","$117 - $468","Mexicana, Estadounidense, Bar, Parrillada","-","Opciones sin gluten","-","Venustiano Carranza 243 Viejo Vallarta, Puerto Vallarta 48380 México","info@torito.com","+52 322 222 3784","Venustiano Carranza 243","México","Puerto Vallarta 48380,","Viejo Vallarta","-105.236023","20.602983",611,183,126,33,19,14
657,"Azul Historico","cerveza","Ver todos los horarios","4"," **N.º 69** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d2640717-Reviews-Azul_Historico-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","40","45","-","Mexicana, Latina","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Isabel La Catolica 30 Col. Centro Histórico, Ciudad de México 06000
México","","+52 55101316","Calle Isabel La Catolica 30","México","Ciudad de México 06000,","Col. Centro Histórico","-99.136238","19.432838",2253,897,516,171,76,64
658,"Restaurante El Cardenal","cerveza","Ver todos los horarios","4.5"," **N.º 10** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d814867-Reviews-Restaurante_El_Cardenal-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","45","45","40","-","Mexicana, Latina","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Palma #23 Centro Historico, Entre 5 De Mayo y Francisco I, Ciudad de México
06000 México","restaurante.elcardenal@gmail.com","+52 55 5521 8817","Palma #23","México","Ciudad de México 06000,","Centro Historico, Entre 5 De Mayo y Francisco I","-99.135147","19.433794",5924,3460,1406,246,54,33
659,"La Mesa Grande","cerveza","8:00 - 17:00","4.5"," **N.º 3** de 22 Café y té en San Miguel de Allende","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g151932-d2215217-Reviews-La_Mesa_Grande-San_Miguel_de_Allende_Central_Mexico_and_Gulf_Coast.html","45","45","45","45","-","Mexicana, Pizzería, Café, Saludable","Almuerzo, Desayuno, Brunch, Bebidas","Apto para vegetarianos, Opciones veganas","-","Zacateros 49 Centro, San Miguel de Allende 37700 México","lamesagrandesma@gmail.com","+52 415 154 0838","Zacateros 49","México","San Miguel de Allende 37700,","Centro","-100.746223","20.91268",425,220,72,42,5,4
660,"Apoala","cerveza","Ver todos los horarios","4.5"," **N.º 10** de 335 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d4871865-Reviews-Apoala_Mexican_Cuisine-Merida_Yucatan_Peninsula.html","45","45","45","45","-","Mexicana, Latina, Contemporánea","Cena, Almuerzo, Bebidas","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle 60 471-2 X 55 Parque de Santa Lucía, Mérida 97000 México","info@apoala.mx","+52 999 923 1979","Calle 60 471-2 X 55","México","Mérida 97000,","Parque de Santa Lucía","-89.622566","20.97105",2118,987,233,73,22,35
661,"Merendero Manuets","cerveza","","4.5","**N.º 14** de 67 Mexicana en Mexicali","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154247-d9455628-Reviews-Merendero_Manuets-Mexicali_Baja_California.html","35","35","40","0","-","Mexicana, Latina, Española","Cena","-","Reservaciones, Asiento, Servicio de mesa","Avenida Jose Maria Pino Suarez SN Esquina Calle L, Mexicali 21100 México","","+52 686 552 5694","Avenida Jose Maria Pino Suarez SN","México","Mexicali 21100,","Esquina Calle L","-115.456032","32.663403",23,13,8,1,1,0
662,"Texas Ribs Insurgentes","cerveza","0:00 - 23:59","4"," **N.º 9** de 231 Estadounidense en Ciudad de México","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d1465511-Reviews-Texas_Ribs_Insurgentes-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","40","$327 - $398","Estadounidense, Parrillada","Desayuno, Almuerzo, Cena, Abierto hasta tarde","-","-","Insurgentes Sur 826 Colonia del Valle, Ciudad de México 03100 México","comentarios@texasribs.com.mx","+52 55 5536 4202","Insurgentes Sur 826","México","Ciudad de México 03100,","Colonia del Valle","-99.173935","19.389086",176,83,43,23,6,12
663,"La Justina","cerveza","","4.5","**N.º 19** de 56 Latina en Tijuana","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150776-d7654467-Reviews-La_Justina-Tijuana_Baja_California.html","50","45","45","0","-","Latina, Bar, Mediterránea, Española, Pub","Cena","-","Sirve alcohol, Bar completo, Reservaciones, Asiento, Acceso para silla de
ruedas, Servicio de mesa","Ave. Revolucion 3ra y 4ta, Tijuana México","","+52 664 638 4936","Ave. Revolucion 3ra y 4ta","México","Tijuana,","","-117.036736","32.533787",47,24,13,2,0,1
664,"La Vina de Bacco","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 31 Bar en San Cristóbal de las Casas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150802-d1965913-Reviews-La_Vina_de_Bacco-San_Cristobal_de_las_Casas_Southern_Mexico.html","40","45","45","45","-","Bar, Española, Bar de vinos","Almuerzo, Cena, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas","-","Calle Real de Guadalupe 7 A la mitad de la primera cuadra del andador
guadalupano, San Cristóbal de las Casas 29200 México","","+52 967 119 1200","Calle Real de Guadalupe 7","México","San Cristóbal de las Casas 29200,","A la mitad de la primera cuadra del andador guadalupano","-92.636147","16.737436",578,280,98,34,4,5
665,"Florios","cerveza","Ver todos los horarios","4.5"," **N.º 4** de 83 Italiana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d2628566-Reviews-Florios-Puerto_Vallarta.html","45","45","45","45","$140 - $398","Italiana, Pizzería, Parrilla, Argentina","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Galeana 185, Puerto Vallarta 48300 México","contacto@floriospv.com","+52 322 222 1765","Galeana 185","México","Puerto Vallarta 48300,","","-105.234383","20.61001",685,322,77,16,12,5
666,"ChocoBanana","cerveza","6:00 - 18:00","4.5"," **N.º 11** de 72 Mexicana en Sayulita","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g445056-d2231863-Reviews-ChocoBanana-Sayulita_Pacific_Coast.html","40","40","40","45","-","Mexicana, Estadounidense, Café","Desayuno, Almuerzo, Brunch","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","14 Delfin, Sayulita 63734 México","","+52 329 291 3051","14 Delfin","México","Sayulita 63734,","","-105.440758","20.869289",1155,453,288,96,24,21
667,"TacosDon Manolito","cerveza","Ver todos los horarios","4"," **N.º 440** de 2,113 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d4743327-Reviews-TacosDon_Manolito-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","0","0","-","Mexicana","Cena, Almuerzo, Brunch","-","Comida para llevar, Servicio de mesa, Asiento, Sirve alcohol","Calle Aguayo 49, Ciudad de México 04100 México","","","Calle Aguayo 49","México","Ciudad de México 04100,","","-99.162834","19.352154",32,7,18,3,1,0
668,"La Textileria","cerveza","Ver todos los horarios","4.5"," **N.º 21** de 365 Mexicana en Puebla","Certificado de ExcelenciaGanador en 2017 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d8510364-Reviews-La_Textileria-Puebla_Central_Mexico_and_Gulf_Coast.html","45","45","40","0","$250 - $1,200","Mexicana, Latina","Almuerzo, Cena","-","-","Avenida Juárez 2716, Puebla 72160 México","","+52 222 248 0543","Avenida Juárez 2716","México","Puebla 72160,","","-98.220116","19.052752",198,99,47,22,4,4
669,"Santo Coyote","cerveza","8:00 - 1:00","4"," **N.º 28** de 431 Mexicana en Guadalajara","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d887394-Reviews-Santo_Coyote-Guadalajara_Guadalajara_Metropolitan_Area.html","40","40","35","45","$150 - $350","Mexicana","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Lerdo de Tejada # 2379, Guadalajara 44130 México","mkt@santocoyote.com.mx","+52 800 087 0330","Calle Lerdo de Tejada # 2379","México","Guadalajara 44130,","","-103.376976","20.67038",2206,905,541,276,121,79
670,"Lorenzillo's Restaurant","cerveza","Ver todos los horarios","4.5"," **N.º 19** de 173 Mariscos en Cancún","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d787079-Reviews-Lorenzillo_s-Cancun_Yucatan_Peninsula.html","45","45","40","45","$650 - $1,500","Mariscos, Sopas","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd. Kukulcan km 10.5 Zona Hotelera, Cancún 77500 México","lorenzillos@lorenzillos.com.mx","+52 998 883 1254","Blvd. Kukulcan km 10.5","México","Cancún 77500,","Zona Hotelera","-86.756416","21.121403",5154,2338,575,264,88,70
671,"La Sirena","cerveza","7:00 - 0:00","4.5"," **N.º 1** de 13 Caribeña en Puerto Morelos","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g240327-d6428472-Reviews-La_Sirena-Puerto_Morelos_Yucatan_Peninsula.html","45","45","45","45","$234 - $515","Mariscos, Mediterránea, Caribeña, Latina, Bar, Griega","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Jose Maria Morelos MZ 4 Lte 502 SM 2 2nd Floor, Puerto Morelos 77580
México","antchalas1017@hotmail.com","+52 998 293 2671","Calle Jose Maria Morelos MZ 4 Lte 502 SM 2","México","Puerto Morelos 77580,","2nd Floor","-86.875511","20.847942",1101,404,153,51,5,5
672,"McCarthy's Irish Pub - San Miguel de Allende","cerveza","Ver todos los horarios","3"," **N.º 30** de 34 Estadounidense en San Miguel de Allende","-","https://www.tripadvisor.com.mx//Restaurant_Review-g151932-d14484764-Reviews-McCarthy_s_Irish_Pub_San_Miguel_de_Allende-San_Miguel_de_Allende_Central_Mexico_.html","35","30","35","0","$65 - $185","Bar, Pub, Estadounidense, Cervecería","Almuerzo, Abierto hasta tarde, Bebidas","-","-","Calle Ancha de San Antonio 25, San Miguel de Allende 37750 México","","+52 415 154 5898","Calle Ancha de San Antonio 25","México","San Miguel de Allende 37750,","","-100.747177","20.90926",29,7,4,5,5,2
673,"La Marea","cerveza","","3.5","**N.º 151** de 223 Mexicana en Mazatlán","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150792-d13911172-Reviews-La_Marea-Mazatlan_Pacific_Coast.html","35","30","35","0","$100 - $300","Mexicana, Bar, Mariscos, Parrilla","-","-","Reservaciones, Asiento, Sirve alcohol, Acepta tarjetas de crédito, Servicio de
mesa","Calle Camino a Observatorio 11 Cerro ElVigía, Mazatlán 82040 México","","+52 669 220 5027","Calle Camino a Observatorio 11","México","Mazatlán 82040,","Cerro ElVigía","-106.424362","23.187389",47,8,3,3,8,6
674,"Adobe Food Truck","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 11 Bar de vinos en Valle de Guadalupe","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g499403-d7277699-Reviews-Adobe_Food_Truck-Valle_de_Guadalupe_Ensenada_Municipality_Baja_California.html","50","50","45","50","$211 - $585","Bar de vinos","-","Apto para vegetarianos, Opciones veganas","-","Ejido El Porvenir San Jose de la Zorra Adobe Guadalupe Inn and Vinyard,
Municipio de Ensenada 22750 México","elrincondelvino@prodigy.net.mx","+52 646 117 0627","Ejido El Porvenir San Jose de la Zorra","México","Municipio de Ensenada 22750,","Adobe Guadalupe Inn and Vinyard","-116.623146","32.085262",182,110,21,6,1,6
675,"Conde","cerveza","Ver todos los horarios","4.5"," **N.º 70** de 231 Estadounidense en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d7740980-Reviews-Conde-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Estadounidense, Bar, Delicatessen","Cena, Almuerzo","-","Asiento, Servicio de mesa, Reservaciones","Avaro Obregon 84, Ciudad de México 06700 México","","+52 55 4427 4683","Avaro Obregon 84","México","Ciudad de México 06700,","","-99.158432","19.41835",16,10,3,0,1,1
676,"Hispala","cerveza","","4","**N.º 100** de 305 Bar en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d8621178-Reviews-Hispala-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","$300 - $1,000","Bar, Pub","Brunch","-","-","Durango 175, Ciudad de México 06760 México","","5270300672","Durango 175","México","Ciudad de México 06760,","","-99.165077","19.420332",66,36,10,7,4,6
677,"Tiki Sushi Bar","cerveza","6:00 - 23:30","4.5"," **N.º 4** de 30 Japonesa en Cabo San Lucas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d2547490-Reviews-Tiki_Sushi_Bar-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","45","45","-","Japonesa, Bar, Mariscos, Sushi","Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Marina Dock L -M, Cabo San Lucas 23400 México","","+52 624 144 4973","Marina Dock L -M","México","Cabo San Lucas 23400,","","-109.910576","22.881994",379,184,81,17,8,3
